id,term,signwriting,description,cue
477,regn,M541x586S14c14459x506S14c1c518x506S22b04522x547S22b14462x550S2ff00482x482S2fb04492x580,"vinkel på hånden, og kraften i beveglesen, varierer med hvor sterkt regnet er",regn
478,eventyr,M530x555S31400482x482S33e00482x482S10011509x503S20e00496x524S20e00506x533S22f03488x534,"fortelling som ikke er sann, men hyggelig å høre",eventyr
482,vodka,M542x537S36a00482x477S15a54511x510S20b00529x512,,vodka
483,tegn,M517x548S15a10502x464S15a18482x452S2e800502x503S2e84c482x496S2fb04486x542,,tegn
485,frekvens,M521x515S1f410492x500S22104508x486S22104478x486S22104493x486,"hvor mange ganger i sekundet noe gjentar seg.
Måleenhet: Hz (Hertz)",frekvens
486,omkrets,M548x553S1d428453x481S1d410488x481S20500481x494S28a09483x448S28a0f479x506S28a0b517x455S28a0d519x499S2f804495x542S20500481x482S2f900457x513,"lengden rundt en figur, matematikk",omkrets
489,sterk,M507x525S20300492x485S37700499x500S2f900494x474,,sterk
489,kraft,M507x525S20300492x485S37700499x500S2f900494x474,,kraft
492,grunnstoff,M549x518S15a16451x506S15a12451x492S2f900461x482S1773e514x498S22107540x485S20e00532x491,"fysikk, kjemi",grunnstoff
493,elske,M521x531S36d00479x470S15a07475x486S15a01476x484S20500483x513S2f900482x526,(eng. love),elske
494,subtraksjon,M525x515S10021495x494S15d0a476x485S26506483x492,,subtraksjon
494,minus,M525x515S10021495x494S15d0a476x485S26506483x492,,minus
496,dialog,M551x543S10018485x457S10010505x468S2c510448x506S2c500511x507S2fc04493x532,,dialog
497,multiplikasjon,M514x527S15d0a487x473S10050499x486S2f900499x522,,multiplikasjon
497,x,M514x527S15d0a487x473S10050499x486S2f900499x522,,x
500,hals,M518x523S36a00482x477,symbolet for 'hals' i tegnskrift,hals
501,kule,M523x534S17f58478x466S17f50504x466S2a20a502x505S2a212477x505,legeme ('ting') der alle steder på overflaten er like langt fra sentrum,kule
503,parabel,M535x536S1dc28466x493S22b00505x464S28806490x497S22b04484x465S1c347510x511,,parabel
508,Oslo,M551x559S34400468x477S34400496x478S36a00496x477S10011515x518S26501538x546S20500526x513,"eldre, uoffielt tegn, 'skatt'

Older, unofficial sign, 'taxes'",oslo
511,klippe,M534x533S10e40495x503S26600496x468S15a1a466x479S22710513x480,,klippe
512,kompressor,M507x518S26a02493x483S2f900495x513,,kompressor
513,dessert,M534x536S2ea00519x511S1813e485x519S34700482x482,,dessert
514,komprimere,M515x534S22a04488x487S22a04488x504S2f900504x499S17121486x466S17116492x517,,komprimere
515,syre,M537x563S35200463x482S31500463x482S2ff00501x483S15000507x499S2df00508x542S2f900515x535S2fb00493x470,,syre
520,terning,M537x534S15a48465x479S15a42488x465S15a4a490x511S15a40522x479S2f900465x527S22a14464x511S22a04523x511S2f900495x529S2f900526x528S2f900497x482,"kube, 'ting' med like store og parallelle sideflater",terning
523,fysikk,M535x532S26a16475x503S26a02507x505S1d210506x469S1d218464x468,,fysikk
525,trykk,M513x519S15a36486x507S20350488x497S2f920490x481,Fysikk: kraft på flate. Vanlig: trykk på papir o.l.,trykk
531,lyve,M527x547S33b00482x482S10011506x502S20e00491x523S22a03480x533,,lyve
533,linje,M556x514S15a58484x487S15a50504x486S26606526x493S26612444x494,observert i matematikk. Viser ikke linjen som tynn,linje
534,divisjon,M524x520S15d0a497x480S10050506x490S22f06476x487,hh pf treffer 2 gg under hverandre på v hfl,divisjon
534,dividere,M524x520S15d0a497x480S10050506x490S22f06476x487,hh pf treffer 2 gg under hverandre på v hfl,dividere
535,krone,M528x517S2ff00482x482S15312488x466S20500518x477,brukes både om kongekrone og om penger. Tegnet utføres ofte lenger nede,krone
535,konge,M528x517S2ff00482x482S15312488x466S20500518x477,brukes både om kongekrone og om penger. Tegnet utføres ofte lenger nede,konge
535,keiser,M528x517S2ff00482x482S15312488x466S20500518x477,brukes både om kongekrone og om penger. Tegnet utføres ofte lenger nede,keiser
536,folk,M535x518S15a50465x482S26706493x486S22a04490x503S22a04508x503,,folk
537,luft,M554x517S2ff00482x482S15a06448x501S15a02525x502S22114445x489S22114528x488,,luft
538,tur,M554x520S2ff00482x482S14c20531x489S26600534x450,,tur
538,ut,M554x520S2ff00482x482S14c20531x489S26600534x450,,ut
539,kompromiss,M523x529S20500495x509S22a00510x514S22a14477x501S15a50510x484S15a50477x471,,kompromiss
540,Oslo,M555x552S34400468x477S34400496x478S36a00496x477S10011521x516S26501542x539,"eldre, uoffissielt tegn, variant av skrivemåte og håndform",oslo
541,hus,M525x528S15c13499x473S15c1b480x473S23904505x494S2391c474x495S2fb04492x522,,hus
542,eventyr,M527x547S33b00482x482S10011506x502S20e00491x523S22a03480x533,,eventyr
543,fiske,M530x510S1ea40471x489S23000505x489,fiske med snøre,fiske
544,kalkun,M528x551S2ff00482x482S14c14487x520S26b06510x514,,kalkun
545,like,M517x522S10058482x492S10050502x492S20600488x477,flertall av 'lik',like
548,skrujern,M513x538S1ea1c487x463S2e00a494x494,,skrujern
550,komma,,"symbol for komma ( , )når vi skriver nedover",komma
551,islam,M557x632S15a30450x561S15a30542x561S30104484x477S37100479x533S22b04541x602S22b14448x599S2fb04490x626S34800484x488S37150471x533,"munnstilling for ""I""",islam
552,bord,M556x513S15a50507x486S15a58486x486S26612444x492S26606526x493,,bord
553,A,M529x514S15d0a476x495S15d52471x486S20700511x490,"To-hånds alfabetets A. I matematikk,fysikk, kjemi betegner denne stor A",a
553,a,M529x514S15d0a476x495S15d52471x486S20700511x490,"To-hånds alfabetets A. I matematikk,fysikk, kjemi betegner denne stor A",a
556,barometer,M518x530S15a06491x503S10011483x491S20500500x519S2880a496x486S28802491x471,,barometer
557,lite,M550x542S35b04482x482S32d00482x482S1f110521x518S2f900536x537,noe bitte-lite,lite
557,litt,M550x542S35b04482x482S32d00482x482S1f110521x518S2f900536x537,noe bitte-lite,litt
557,liten,M550x542S35b04482x482S32d00482x482S1f110521x518S2f900536x537,noe bitte-lite,liten
558,forske,M533x539S11912508x477S1191a467x478S21800474x461S21800508x462S22b04512x501S22b14474x500S2fb04493x533,,forske
558,forskning,M533x539S11912508x477S1191a467x478S21800474x461S21800508x462S22b04512x501S22b14474x500S2fb04493x533,,forskning
561,kontrakt,M581x541S15a06419x475S1f540425x482S20500428x460S2a20a421x512S10020545x486S10028524x486S23c04558x485S23c1c505x485,,kontrakt
562,alle,M539x519S14c27513x492S2d600482x481S2033f461x496,,alle
563,lyve,M529x546S22a03482x532S10011508x501S20e00493x522S35c00482x482,munnstilling for L,lyve
565,dividere,M516x524S15d0a489x477S11947485x488S2f900489x519,,dividere
565,divisjon,M516x524S15d0a489x477S11947485x488S2f900489x519,,divisjon
566,kontroll,M514x541S15a06487x475S1f540491x483S20500493x460S2a20a486x512,,kontroll
567,inntekt,M532x530S15a16490x518S15410517x470S20310467x469S20e00494x503S2890e485x485,,inntekt
567,utbytte,M532x530S15a16490x518S15410517x470S20310467x469S20e00494x503S2890e485x485,,utbytte
567,fortjeneste,M532x530S15a16490x518S15410517x470S20310467x469S20e00494x503S2890e485x485,,fortjeneste
568,kutte,M518x532S17650483x493S15a40504x469S22b04502x502,,kutte
569,du,M511x528S10040490x498S26500497x472,,du
570,lage,M529x528S15a02499x510S15a06475x516S20f00487x493S26c14471x473S26c04502x472,,lage
572,tegn,M522x543S14c10499x471S14c18477x456S2e800504x509S2e84c478x496S2fb04485x537,,tegn
573,tid,M532x515S10010468x485S26706490x489,,tid
575,Jan,M541x546S19210520x489S21100526x514S30006482x482S22a04526x531,"standard navnetegn, guttenavn",jan
577,areal,M516x520S15d12484x480S2e80a484x505,,areal
579,omkrets,M533x531S2e40e500x469S2f900466x526S20500488x482S1eb2f470x495S1eb27501x501,måler hvor langt det er rundt,omkrets
583,stjerne,M554x517S15420535x449S32107482x482S2e200534x485,,stjerne
584,alkohol,M538x535S30004482x482S20600516x512S1f510493x520,,alkohol
585,Algerie,M546x522S19a40518x478S19a48455x478S22f04520x507S22f14458x508,,algerie
588,forsikring,M537x526S15a48463x474S1f550478x482S20500477x506S2f900477x521S2c300511x477,,forsikring
588,assuranse,M537x526S15a48463x474S1f550478x482S20500477x506S2f900477x521S2c300511x477,,assuranse
595,mange,M577x519S14c30504x481S14c38470x481S26706535x489S26712423x488S23404532x505S23414430x504,,mange
596,baby,M538x540S15a36510x476S15a32466x464S37706480x481S37706494x471S20500528x460S20500462x480S26622480x496S26626501x507S2f804477x529,,baby
600,volum,M529x532S16c48471x511S16c40509x510S22b00511x468S22b10474x468,,volum
601,ansatt,M513x532S15a16486x520S20302490x503S20500492x487S22a04491x467,,ansatt
603,inn,M522x525S26500508x494S10050492x495S18219478x474,'adgang' fra Norsk Tegnordbok 1988 (OB),inn
603,adgang,M522x525S26500508x494S10050492x495S18219478x474,'adgang' fra Norsk Tegnordbok 1988 (OB),adgang
606,mekaniker,M563x544S15a06437x458S15a06481x457S20600483x471S20600438x472S10e40485x484S10e50442x485S2a208461x516S1ed26544x471S22a04545x501,,mekaniker
608,sy,M543x517S1f418457x502S1f410492x498S2eb00528x483,sy for hånd,sy
611,moral,M527x543S36d00479x457S15a40512x466S15a48475x466S21100512x496S21100474x496S22b04511x513S22b14473x512,,moral
613,hvordan,M546x561S19a48491x541S19a40484x526S20600524x538S30c00482x482S34610494x500,,hvordan
614,kurs,M543x517S30000482x482S18500519x486S26a03508x463,,kurs
615,video,M528x533S11550505x467S11558479x467S2ea36503x505S2ea46472x505S2fb04494x527,,video
617,litteratur,M544x526S15a10478x474S15a18463x474S2df1c455x504S2df04477x504S26706498x480S2df04523x505S2df04500x504,,litteratur
618,absolutt,M517x516S20310488x484S20308483x501S20b00504x498,alternativ skrivemåte,absolutt
619,nysgjerrig,M546x518S33100482x483S1ee10520x491S26700494x433S1f410502x425,"enkel skrivemåte for
ett av to vanlige tegn for å være nysgjerrig",nysgjerrig
620,nysgjerrig,M546x518S33100482x483S1ee10520x491S26700494x433S1f410502x425S22104511x467S22104511x452,"Skrivemåte som viser at lukkingen skjer underveis, og litt hakkete.
This writing shows that the closing happens while traveling, and not quite smoothly. Sign means 'nosy'",nysgjerrig
621,nysgjerrig,M528x518S33100482x483S22104494x413S26700491x434S1f410499x426S2fb02482x420,"skrivemåte som bare viser hånden ved slutten av tegnet. Vi vet at fingrene har lukket seg under bevegelsen, altså  var de åpnere i begynnelsen av tegnet.
This writing shows only the end handshape. As we know from the writing that the fingers have been closing during the movement, we have to assume that they were in an open position in the beginning of the sign. Sign means 'nosy'",nysgjerrig
625,DVD,M518x515S10119500x487S10111482x486,De to D-hendene danner en V mellom seg,dvd
628,nysgjerrig,,"ulike skrivemåter,   
different ways of writing",nysgjerrig
631,organisasjon,M549x537S18518451x522S18510524x522S22a02501x475S22a16482x475S22a02516x488S22a02526x501S22a16470x488S22a16458x502S2fb00491x463,,organisasjon
633,DVD,M521x520S10111479x480S10119503x482S37b03494x506S37b0b493x508,,dvd
634,te,M568x540S33b00482x482S1ea10515x511S2c304541x516,,te
635,bytte,M521x535S10e30478x466S10e50479x505S2a200498x485,,bytte
636,vodka,M547x536S36a00482x477S15d54528x509S20b00511x509,enkel skrivemåte,vodka
637,vodka,M574x537S36a00482x477S15d54514x510S20b00541x512S26502559x512,alternativ skrivemåte,vodka
638,konjakk,M517x523S2eb0a485x508S12233483x477,,konjakk
639,konjakk,M518x570S2eb0a486x555S12233484x524S33100482x482,mer fullstendig skrivemåte,konjakk
643,prinsipp,M519x524S15a18481x476S10011496x494S20600497x479,,prinsipp
647,eller,M531x523S1dc09482x493S20e00470x487S20e00498x478S10041510x492,enkel skrivemåte,eller
649,fin,M568x542S33e00482x482S1ce10530x512S26506553x526,,fin
651,flau,M545x529S30103482x477S28902497x504S18217528x504S31b00482x488,,flau
651,sjenert,M545x529S30103482x477S28902497x504S18217528x504S31b00482x488,,sjenert
651,sky,M545x529S30103482x477S28902497x504S18217528x504S31b00482x488,,sky
652,Odd,M539x522S2ff00482x482S26602469x500S20e00501x502S18210516x507,egenavn (guttenavn),odd
654,kontroll,M542x526S15a48457x474S1f550472x482S20500471x506S2f900471x521S2c400502x474,,kontroll
655,friste,M520x519S10a37479x491S21800502x481,,friste
655,lokke,M520x519S10a37479x491S21800502x481,,lokke
656,helg,M514x523S15a02487x477S22a04496x508S21100497x492,vanlig skrivemåte,helg
657,herre,M558x522S36d00479x479S20e00504x507S15d40523x495S28808546x496,,herre
657,luksus,M558x522S36d00479x479S20e00504x507S15d40523x495S28808546x496,,luksus
659,i,M525x509S19211499x490S26502474x493,generelt tegn for preposisjonen i,i
660,muslim,M557x632S15a30450x561S15a30542x561S30104484x477S37100479x533S22b04541x602S22b14448x599S2fb04490x626S37150471x533S35300484x488,"munnstilling for ""M""",muslim
661,ja,M514x526S19a10486x475S2df00486x505,,ja
662,jul,M536x527S10019464x473S10011493x474S25105511x501,,jul
663,ja,M511x529S19240488x472S2a20c488x501,,ja
665,komma,,"symbol for komma ( , )når vi skriver bortover",komma
666,kontakt,M505x505S20500495x494,symbol for vanlig kontaktt,kontakt
667,Kristin,M554x563S26a02500x536S31400482x482S33e00482x482S20e00516x542S1c200531x534,"personnavn, kvinne",kristin
668,kule,M523x532S2a20a502x503S2a212477x503S15528481x468S15520507x469,,kule
668,ball,M523x532S2a20a502x503S2a212477x503S15528481x468S15520507x469,,ball
669,bror,M517x523S10058482x493S10050502x493S20500493x477,,bror
671,bety,M517x524S10058482x494S10050502x494S20600489x476,,bety
671,like,M517x524S10058482x494S10050502x494S20600489x476,,like
671,samme,M517x524S10058482x494S10050502x494S20600489x476,,samme
672,1,M507x521S10000492x479S2f900493x516,,1
673,en,M507x515S10000492x485,"tall eller ubest. artikkel (ubest. art. blir ikke brukt i NTS, men i  TSS brukes de)",en
673,et,M507x515S10000492x485,"tall eller ubest. artikkel (ubest. art. blir ikke brukt i NTS, men i  TSS brukes de)",et
673,1,M507x515S10000492x485,"tall eller ubest. artikkel (ubest. art. blir ikke brukt i NTS, men i  TSS brukes de)",1
674,2,M507x515S10e00492x485,,2
674,to,M507x515S10e00492x485,,to
675,3,M511x515S11e00488x485,tall-tegn,3
675,tre,M511x515S11e00488x485,tall-tegn,tre
675,8,M511x515S11e00488x485,tall-tegn,8
676,8,M529x553S34900482x482S11e00506x523,tall,8
677,3,M536x551S11e00513x521S34a00482x483,"tallet 3, vanlig form, munnen viser E",3
677,tre,M536x551S11e00513x521S34a00482x483,"tallet 3, vanlig form, munnen viser E",tre
678,3,M509x515S18600491x485,tall,3
678,tre,M509x515S18600491x485,tall,tre
679,4,M511x516S14400489x485,tall,4
679,fire,M511x516S14400489x485,tall,fire
680,5,M511x515S14c00488x484,tall,5
680,fem,M511x515S14c00488x484,tall,fem
681,6,M507x512S1f502492x488,tall,6
681,seks,M507x512S1f502492x488,tall,seks
682,7,M511x515S1dc01488x485,,7
682,sju,M511x515S1dc01488x485,,sju
682,syv,M511x515S1dc01488x485,,syv
683,9,M535x549S33100482x482S14410509x518S20500495x498S26500521x502,tall,9
683,ni,M535x549S33100482x482S14410509x518S20500495x498S26500521x502,tall,ni
684,9,M510x515S18e00490x485,"tegnet er lite brukt, det er vanskelig å gjøre",9
684,ni,M510x515S18e00490x485,"tegnet er lite brukt, det er vanskelig å gjøre",ni
685,9,M511x527S14410489x496S26500491x474,forenklet skrivemåte for vanlig tegn,9
685,ni,M511x527S14410489x496S26500491x474,forenklet skrivemåte for vanlig tegn,ni
686,10,M528x514S10002472x499S22e03509x486,,10
686,ti,M528x514S10002472x499S22e03509x486,,ti
687,10,M525x515S14c08474x484S14c00502x484,,10
687,ti,M525x515S14c08474x484S14c00502x484,,ti
688,10,M515x517S10002485x502S21600486x486S26506498x483,tall. Vanligst tegn?,10
688,ti,M515x517S10002485x502S21600486x486S26506498x483,tall. Vanligst tegn?,ti
689,10,M527x510S26506512x496S21600472x491S10602484x491,alternativ skrivemåte,10
689,ti,M527x510S26506512x496S21600472x491S10602484x491,alternativ skrivemåte,ti
690,retning,M531x530S21100492x494S15a41508x507S15a37476x480S26601469x470,,retning
691,11,M511x532S1f540492x468S2a308488x496,,11
692,12,M508x526S10e50493x474S22e04491x508,eldre tegn,12
692,tolv,M508x526S10e50493x474S22e04491x508,eldre tegn,tolv
693,11,M508x527S10050492x472S22e04491x509,,11
694,13,M509x528S18650491x473S22e04491x510,eldre tegn,13
695,13,M532x574S11e50508x523S22e04515x556S34a00482x483,,13
696,18,M518x576S11e50487x525S22e04494x558S34c00482x483,,18
697,18,M511x527S11e50488x474S22e04494x509,,18
698,19,M519x529S14410481x471S2a204496x501,,19
698,nitten,M519x529S14410481x471S2a204496x501,,nitten
699,19,M546x574S14410508x516S2a204523x546S33200482x482,,19
699,nitten,M546x574S14410508x516S2a204523x546S33200482x482,,nitten
700,14,M511x527S14450489x473S22e04489x509,,14
701,15,M512x528S14c50488x473S22e04492x510,,15
701,femten,M512x528S14c50488x473S22e04492x510,,femten
702,16,M508x524S1f540491x476S22e04491x506,,16
702,seksten,M508x524S1f540491x476S22e04491x506,,seksten
703,17,M513x526S1dc50488x474S22e04496x508,,17
703,sytten,M513x526S1dc50488x474S22e04496x508,,sytten
704,20,M518x509S11802491x494S21600482x491,tall. Forenklet skrivemåt (til sidenummer osv),20
704,tjue,M518x509S11802491x494S21600482x491,tall. Forenklet skrivemåt (til sidenummer osv),tjue
705,20,M535x508S10e02465x493S11802508x492,tall. Standard skrivemåte,20
705,tjue,M535x508S10e02465x493S11802508x492,tall. Standard skrivemåte,tjue
706,30,M517x518S18602484x500S21600483x484S26506502x481,,30
707,80,M517x519S26506502x480S21600483x483S11e02484x496,,80
708,80,M521x563S26506506x524S21600487x527S11e02488x540S34900482x482,tall,80
709,30,M521x563S26506506x524S21600487x527S11e02488x540S34700482x482,tall,30
710,40,M519x521S26506504x478S21600485x481S14402481x499,tall,40
711,50,M515x521S26506500x479S21600485x482S14c02484x498,tall,50
712,60,M515x519S26506500x480S21600485x483S1f502489x495,tall,60
712,seksti,M515x519S26506500x480S21600485x483S1f502489x495,tall,seksti
713,70,M518x519S26506503x480S21600488x483S1dc02482x495,tall,70
713,sytti,M518x519S26506503x480S21600488x483S1dc02482x495,tall,sytti
714,90,M530x563S33200482x482S14402499x541S28805499x519S21600492x536,tall,90
715,90,M517x520S18e02482x500S21600482x483S26506502x480,tall. Mindre brukt tegn,90
716,teller,M524x518S1000a477x503S1f240494x482,,teller
728,100,M508x539S10000492x460S17610492x504S22a04493x524,eldre(?) tegn,100
729,hundre,M508x519S17610492x482S22a04493x504,"eldre (?) tegn, brukes av noen",hundre
733,21,M533x515S10000518x485S11802476x500S21600467x494,kort skriveform,21
734,22,M532x522S10e01468x492S21600477x479S22a05490x490S10e00517x487,tall,22
737,25,M533x522S10e01467x492S21600476x479S22a05489x490S14c00510x481,tall,25
738,26,M534x522S10e01465x492S21600474x479S22a05487x490S1f502519x495,tall,26
739,27,M540x522S10e01460x492S21600469x479S22a05482x490S1dc01517x488,tall,27
740,28,M541x522S10e01459x492S21600468x479S22a05481x490S11e00518x488,tall,28
