id,term,signwriting,description,cue
3771,full,M539x511S15a12461x490S17600474x495S20e00493x491S26606509x489,,full
3772,full,M516x521S22a00494x487S18210493x506S18218484x480,,full
3774,fylle,M515x528S22b00497x479S18210492x513S18218486x472,,fylle
3775,fyr,M575x532S36d00479x522S17720453x517S17728527x516S26511441x504S26507547x503S14c20552x467S14c28424x468,,fyr
3776,fysiologi,M537x593S36d00479x408S14c02506x417S14c0a465x417S14c40488x562S14c0a459x531S21100512x444S21100478x443S22b04510x460S22b14477x459S26600492x527S20700510x539,,fysiologi
3777,fysioterapi,M528x522S14c20505x491S14c28473x491S21800508x479S21800477x479,,fysioterapi
3778,fysioterapi,M551x545S15020504x456S15028473x455S2fb04493x494S26501523x492S26501538x492S26517465x491S26517449x492S14c20514x514S14c28472x514,,fysioterapi
3779,fysisk,M559x537S36d00479x463S14c02514x471S14c0a460x471S20e00496x477S22b24494x492S2c607516x519S2c612466x518S20300544x509S20300447x508S2f900547x502S2f900450x501,,fysisk
3780,fael,M526x540S30004482x483S21100494x521S1f502476x516S26506511x521,,fael
3783,foele,M522x529S15a50493x471S15a56491x483S26c0a492x501S21100478x502S21100509x515,,foele
3784,foele,M532x541S36d00479x459S14c02492x472S21100518x491S23108506x508S21100506x527,,foele
3785,foelge,M518x533S10018483x503S10010492x496S26627496x468,,foelge
3786,foelge,M518x533S1f502503x501S1f502483x509S26620493x467,,foelge
3788,foell,M527x563S15a48481x459S10e04479x437S20700501x458S15a40514x517S15a48474x516S22a04514x548S22a14473x546,,foell
3789,foer,M535x526S2ff20476x483S15a00521x466S26604519x496,,foer
3790,foer,M536x541S32a10482x483S20e00522x495S15a00522x465S26604520x511,,foer
3793,far,M540x516S15a26502x504S10e1e510x486S21100495x485S26602461x484S37706475x509,,far
3795,g,M515x508S1f100486x493,,g
3796,Gallaudet,M550x520S2ff00482x483S1dc21520x479S26504535x505S22104520x509,,gallaudet
3797,gammel,M551x541S30006482x483S10010507x511S21100526x494S22f04526x511,,gammel
3798,gammeldags,M544x518S32a10482x483S18210521x499S20600521x486,,gammeldags
3801,ganske,M553x531S36d00479x469S14c27527x471S2e230517x499,,ganske
3802,ganske,M549x558S34100482x483S2f900503x495S2f900487x495S14c27523x499S2e230513x526,,ganske
3803,ganske,M548x558S2e230512x526S2f900502x495S2f900486x495S14c27522x499S33e00482x483,,ganske
3805,gass,M518x518S2ff00482x483S15300494x487,,gass
3810,park,M540x535S14c10461x466S37700472x497S15a1a463x523S26726498x509S2e230509x473,,park
3817,pasient,M528x526S37806473x501S14c0b501x500S1ed52482x475S20800486x506,,pasient
3818,passiv,M534x524S26524493x490S14c04511x493S14c0c467x493S2f800482x476,,passiv
3820,peis,M539x524S15a19462x480S14c30478x493S29606505x495S22520506x477,,peis
3821,pels,M530x530S37806470x522S15a1a502x518S14c13482x495S20e00506x486S22a07517x474S22104505x471,,pels
3822,pen,M533x549S30003482x483S30005482x483S21100519x502S21100469x503S22a05479x515S22a03509x514S1851e499x524S22107468x528S22101524x527,,pen
3823,penger,M523x515S21100477x494S1f400494x500S22100477x485,,penger
3824,penger,M522x520S1eb06479x496S21100507x485S22104507x501S37b06505x510S37b06506x480,,penger
3828,penis,M508x515S10150492x485,,penis
3829,penis,M508x515S1c750492x485,,penis
3830,Per,M526x518S15a06499x506S37706474x511S13d12483x482,,per
3831,perfekt,M538x528S1ce18463x473S26c08502x513S26c18470x511S1ce10516x474,,perfekt
3832,periode,M542x514S15a10477x487S15a18459x487S26706500x495,,periode
3833,arrestere,M521x521S36d00479x479S20800459x502S16c41467x488S37809471x481S2f900457x516,,arrestere
3834,periode,M540x523S15a10480x477S15a18461x477S26706498x479S26702497x490S2f804500x512,"en bestemt legde av tid, f.eks. den tiden en pendel bruker fram og tilbake",periode
3840,pervers,M541x570S28a03485x441S28a1b484x441S10001520x431S10009459x433S20500498x557S26502511x555S26516481x556S15a50509x523S15a50487x523,,pervers
3845,pike,M530x517S36d00479x484S18210507x499S20500507x506,,pike
3846,pike,M525x523S36d00479x478S20500502x496S15d5e498x504,,pike
3847,pille,M514x527S15a36487x515S19203488x494S2ef05491x473,,pille
3848,pinnsvin,M522x516S1711a494x499S14c01479x489S26506507x485,,pinnsvin
3850,pirquet,M521x533S36d00479x468S37800479x469S37706481x499S10013488x475S21200478x503S26a04479x519,,pirquet
3851,plan,M530x514S15a36483x492S20e00485x492S26606500x490S15a58471x487,,plan
3852,planet,M532x535S36d00479x531S25f00516x484S17610516x465,,planet
3853,planet,M525x531S17600476x503S20302510x496S2b700504x469S2c605500x505,,planet
3854,plante,M514x530S15a06487x490S22b00491x478S1771e491x510S22100493x470,,plante
3855,plante,M519x525S15a06481x501S14c00481x476S22a00487x510S22100507x512,,plante
3856,plante,M536x516S17712465x496S26606494x485S22a04492x500S22a04523x499,,plante
3859,plast,M564x516S17714478x494S1771c501x494S2fb00493x484S2c405525x491S2c414436x492,,plast
3859,plastikk,M564x516S17714478x494S1771c501x494S2fb00493x484S2c405525x491S2c414436x492,,plastikk
3860,plog,M526x529S15a41503x506S15a49474x506S26620492x471,,plog
3861,plog,M525x535S20500495x499S26620492x466S15a41502x512S15a49475x512,,plog
3862,plombere,M540x538S36100482x483S1f510508x523S22a00527x522,,plombere
3863,plomme,M546x523S17717482x497S1000b455x479S20700486x477S2c400506x500,,plomme
3864,plukke,M519x517S1533e482x484S22a04489x502S22104507x501,,plukke
3865,plukke,M518x517S1534a483x502S22a00489x484S22100506x491,,plukke
3866,plutselig,M548x524S37600488x491S1eb41467x478S1eb49507x477S26612452x498S26606518x498S2f710496x517,,plutselig
3867,ploeye,M514x538S21100495x492S15a40496x511S15a36487x478S26600493x462,,ploeye
3869,polarsirkelen,M541x552S20500505x448S17150515x457S17158488x457S2a210480x481S2a208518x481S2d608503x513S10041491x522S10049460x519,,polarsirkelen
3870,polere,M518x516S15a00482x485S20320488x501S21100505x502,,polere
3871,politikk,M533x586S20312492x415S20316492x436S20312492x485S20316492x504S20312493x552S20316493x571S37706506x421S37706467x443S37706507x511S37706468x492S37706508x558S37706468x578S20500509x427S20500480x498S20500512x564,,politikk
3872,politisk,M533x552S20312493x448S20316493x469S20312493x518S20316493x537S20500510x460S20500481x531S37706507x454S37706468x476S37706508x544S37706469x525,,politisk
3874,polygami,M520x521S1851c486x506S26607498x480S22100480x498,,polygami
3878,pornografi,M521x633S2ff00480x482S2e300486x485S20310491x519S36d00479x572S20324482x582S29904484x601,,pornografi
3880,porselen,M531x521S15a00470x480S10601486x493S20c00503x487,,porselen
3886,potensiell,M514x534S15a02487x498S10000489x504S22b00495x466,,potensiell
3886,mulig,M514x534S15a02487x498S10000489x504S22b00495x466,,mulig
3887,potensiell,M554x518S30007482x483S10002517x487S28109532x455,,potensiell
3887,kan,M554x518S30007482x483S10002517x487S28109532x455,,kan
3892,prest,M521x527S36d00479x473S21100483x482S11501483x500S28806497x490,,prest
3894,prinsipp,M523x515S15a18477x488S10002493x499S20600491x485,,prinsipp
3895,profesjonell,M527x527S36d00479x474S18502504x483S21100513x497S22f04502x513,,profesjonell
3896,professor,M550x544S30007481x482S20500514x478S1eb10526x478S36d00479x526S20500506x533,,professor
3897,professor,M539x540S30007481x482S18210516x485S20500517x471S22a04524x503S36d00479x522S20500514x529,,professor
3898,professor,M548x536S30004482x483S16d02503x519S16d0a479x519S2c607525x505S2c612454x506S21600527x528S21600467x528,,professor
3903,progressiv,M529x533S18240505x518S18248472x518S26720493x471S22a04512x470S22a04512x486S22a04512x501S22a14476x468S22a14476x484S22a14476x500,,progressiv
3904,progressiv,M528x534S18240504x519S18248472x519S26520493x501S26520493x484S26520493x466,,progressiv
3905,progressiv,M531x543S18240507x528S18248470x528S26520494x509S26520494x483S26520494x458S2f900496x502S2f900496x476,,progressiv
3906,progressiv,M529x547S18240505x532S18248472x532S2b720488x504S2b720486x478S2b720484x453,,progressiv
3909,promille,M529x524S17610500x476S22b03476x492S22a06502x509S2f900486x482S2f900471x519S2f900518x513,,promille
3911,prosent,M527x528S2f900507x491S2f900474x523S17610511x473S22b03483x496,,prosent
3912,prosjektoer,M516x545S14c20485x456S26600489x491S17727488x526S21b00508x500,,prosjektoer
3916,protein,M531x519S37703485x496S3770b506x497S2f900501x490S20301470x481S20800503x497S16d10514x494,,protein
3917,protein,M562x547S17117502x464S1711f484x464S20500496x487S20500495x453S18514474x530S1851c503x530S26612439x529S26606532x531S21100539x520S21100452x519,,protein
3919,proton,M537x534S19219464x484S15a18471x507S20500485x517S19f12514x466S29f0c489x477,,proton
3925,proeve,M514x526S15a36487x490S10e30491x496S20b00492x474,,proeve
3926,proeve,M574x535S33200482x483S10e00522x505S20e00544x501S20e00562x501S22104544x515S22104562x515,,proeve
3927,proeve,M576x531S22104564x511S10e00524x501S20e00546x497S20e00564x497S22104546x511S30006482x483,,proeve
3928,proeve,M550x536S32400482x483S10e00528x506S26a00523x489,,proeve
3931,psyke,M540x518S30007482x483S10011519x483,,psyke
3933,psykiatrisk,M564x552S30007481x449S10011518x451S30007483x517S20500520x515S26502533x513S15a10552x506,,psykiatrisk
3934,psykisk,M541x518S30007482x483S10011520x485,,psykisk
3939,psykoanalyse,M547x618S30007482x483S10011518x488S20600510x473S11513520x552S1151b471x553S22125514x546S22123489x546S26a12484x586S26a06517x586S2fb04500x612,,psykoanalyse
3940,olje,M524x516S1dc01501x484S28803476x496,,olje
3941,psykologi,M541x630S30007482x483S10011520x486S14c40491x599S14c0a459x559S26500496x580S20700495x563,,psykologi
3943,pubertet,M521x583S36d00479x417S14010484x425S21100499x456S22a04499x472S22a00497x552S15a12489x537S15a12488x571,,pubertet
3944,pudder,M517x517S16d25497x484S22f03484x496,,pudder
3947,pulver,M536x524S18514470x490S1851c504x490S21100505x477S21100481x478S26606506x508S26612464x508,,pulver
3948,pumpe,M513x517S20350494x484S22f04488x503,,pumpe
3949,pungen,M517x527S10011491x497S28806495x490S1011a484x473,,pungen
3950,omkrets,M526x532S10012496x496S10018490x502S2e30e475x469,,omkrets
3952,oppdage,M542x525S31400482x483S22100523x483S1f417521x495,,oppdage
3957,oppmerksom,M539x518S31400482x483S1f410510x493S22100516x479,,oppmerksom
3959,oppvarming,M531x518S15a1e504x441S22a00513x424S2ff00482x483S15002462x481S26606497x486,,oppvarming
3961,orkan,M521x528S20310489x477S20318471x472S36d00479x509S28925483x503S2f900483x495,,orkan
3966,oversikt,M554x526S10e50524x485S32104482x483S22b04538x496,,oversikt
3970,par,M523x523S1ec52478x477S10e08483x493S20700505x488S22100509x478,,par
3975,passiv,M534x523S2fa00495x478S26524493x491S14c04511x492S14c0c466x492,,passiv
3976,periode,M534x514S15a10485x487S15a18467x487S26606504x495,,periode
3978,periode,M535x514S15a40485x487S15a48466x487S26606505x495,,periode
3979,puste,M531x607S33600475x433S33500477x533S14c00487x474S20500517x474S26500515x489S14c00490x574S26504517x576S20500519x596,,puste
3980,periode,M540x516S15a40480x485S15a48460x485S26606497x491S22a04527x501,,periode
3981,periode,M540x516S15a40480x485S15a48460x485S26606497x491S22a04527x501,,periode
3982,puste,M563x525S36d00479x476S15a02490x494S26600533x479S26604547x479S20500536x514S20500550x514,,puste
3983,pute,M529x534S2ff00482x483S20500495x501S2f802472x481S2f806518x481S15a22490x522,,pute
3987,pyromani,M524x610S1eb10493x421S10019474x429S21100500x405S21100495x526S26507511x391S36d00479x489S14c01488x497S1ed26495x564S22a04497x595,,pyromani
3988,paere,M525x536S1ed16481x495S1000c476x464S22b04509x497S22100511x487S22104511x529,,paere
3989,mitokondrie,M546x513S14c02498x487S14c0a471x490S2881c454x490S28804534x489,liten del inne i cellene. lager enegi av næringsstoffer. tegnet viser funkjson,mitokondrie
3991,kraft,M545x541S20300530x501S37700537x516S2f900532x490S34c00482x483,"Det som får noe til å endre fart, retning eller form. En kraft virker i en bestemt retning, den peker. Symbol F. Måleenhet N = Newton. Formel F=m*a (kraft = masse * akselerasjon)",kraft
3993,kromosom,M515x536S14020485x465S24e04494x506,en dobbel spiral med arvestoff DNA,kromosom
3995,lykt,M514x536S17757492x517S26500497x496S15251487x464,,lykt
3997,gen,M566x518S1f110537x491S2ff00482x483S2f900550x511,"bit på et kromosom som har arveanlegg for en bestemt ting, f.eks. hårfarge",gen
4000,arrest,M524x550S2ff00482x483S14c09479x510S14c01498x513S26520492x535,,arrest
4002,R,M514x516S15a36487x485S10640487x490,,r
4004,rabatt,M514x529S15a06487x472S20e00493x472S22a04492x486S18227497x504,,rabatt
4005,radar,M546x529S36d00479x525S2e004521x501S14c37519x471,,radar
4006,radio,M535x528S2a310466x492S2a308512x492S17650515x473S17650470x473,,radio
4007,radio,M536x531S2a310465x495S2a308511x495S1e121504x469S1e129464x470,,radio
4018,rapport,M514x539S15a02487x470S15a00497x462S21100497x492S22b04496x509,,rapport
4019,arv,M528x526S15058473x476S26504507x510S15050502x475S26514477x511,,arv
4019,arvelig,M528x526S15058473x476S26504507x510S15050502x475S26514477x511,,arvelig
4020,ras,M541x539S22521500x461S22521459x464S14c51514x474S14c5f473x478S25e23480x512,,ras
4021,rase,M526x555S2ff00482x483S21100508x491S22a04508x507S14c00503x524,,rase
4022,rase,M545x523S2ff00482x483S21100532x491S14c00506x491S22a04532x508,,rase
4023,rase,M529x559S2ff00482x483S21100512x525S14c00506x491S22a04512x544,,rase
4024,rask,M615x556S35c00482x483S15a48546x523S10040564x526S21100571x509S23100589x524S2f710595x511,,rask
4025,aske,M563x538S18514468x519S1851c505x519S21100506x508S21100482x509S26606533x520S26612433x522S30350483x495S30350508x496,,aske
4026,reagere,M553x516S26502487x491S26706487x500S17710463x500S15a18448x489S14c10530x484,,reagere
4027,reagere,M558x521S26502490x491S26606491x501S10002456x490S15a48442x480S14c02527x498,,reagere
4028,reaksjon,M553x516S26502487x491S26706487x500S17710463x500S15a18448x489S14c10530x484,,reaksjon
4029,reaksjon,M558x521S26502490x491S26606491x501S10002456x490S15a48442x480S14c02527x498,,reaksjon
4036,reduksjonsdeling,M534x568S10018486x435S10012504x438S26506483x432S20e00467x432S20e00467x511S15a37479x518S15a41511x545S26605480x525,,reduksjonsdeling
4037,redusere,M559x520S22c03503x487S22c15463x487S10011538x481S10019442x482,,redusere
4038,redusere,M555x518S24d03502x487S24d1b470x487S10011534x483S10019446x485,,redusere
4039,redusere,M514x520S18210491x480S22b04487x490,,redusere
4040,redusere,M556x516S28702502x484S28716465x484S10040541x486S10048445x486,,redusere
4041,redusere,M539x519S28902492x482S14a10524x492S19208461x500,,redusere
4042,redusere,M515x522S15a12486x478S15a16488x510S22a04496x493,,redusere
4051,regel,M514x517S15a00487x484S18210491x502,,regel
4052,regel,M520x517S15a00493x484S18210497x502S20500480x498,,regel
4053,regelmessig,M570x514S15a40447x486S15a48430x486S26626478x489S26626522x488S22a24465x498S22a24509x499S22a24557x497,,regelmessig
4058,regn,M536x528S2fb04492x522S26a04509x509S26a14464x511S14c50510x473S14c58465x475,,regn
4059,regnbue,M536x570S2fb04492x480S26a04509x467S26a14464x469S14c50510x431S14c58465x433S14c03466x544S2890a494x531,,regnbue
4060,regnskap,M540x539S14c20505x462S14c28471x463S22b04508x497S22b14475x499S2fb04491x530S22104528x502S22104461x503S26512461x525S26506522x523,,regnskap
4061,regulere,M514x531S1ea40487x470S2a300491x495,,regulere
4063,regulere,M520x518S18210488x503S23600481x483,,regulere
4065,rein,M536x518S2ff00482x483S15240516x470S15248464x470,,rein
4066,artikulasjon,M542x531S2ff00482x483S15a12486x519S23000517x512,,artikulasjon
4067,reir,M523x534S17130482x480S17138502x480S20500498x466S2a204500x505S2a21c477x506,,reir
4068,reise,M542x528S1dc20458x498S26607490x486S1f410513x473S22104484x482,,reise
4069,reise,M525x530S11551498x504S11559476x505S26620493x470,,reise
4074,rekord,M514x540S15a06487x514S22b04490x510S21100493x491S1ed16491x461,,rekord
4075,rekord,M554x528S36d00479x500S2890c523x499S2f710542x507S1ed17523x472,,rekord
4077,rektangel,M576x510S1ed10502x490S1ed18472x490S26612438x494S26606532x494S22100564x503S22104564x493S22100425x503S22104425x492,,rektangel
4082,plan,M536x514S15a50465x487S15a36476x495S20e00480x495S26606506x493,,plan
4083,planet,M531x533S36d00479x529S25f00514x486S17610515x466,,planet
4085,planet,M527x534S17600473x507S20300512x494S2b700507x467S2c605500x508,,planet
4086,plast,M565x517S17714479x496S1771c502x496S2fb00495x484S2c414435x493S2c405526x492,,plast
4087,ren,M528x530S15a37477x499S15a51472x507S21100500x483S26507515x470,,ren
4088,polere,M518x515S15a00482x485S20320486x500S21100505x500,,polere
4092,porselen,M535x517S1060f480x494S15a00465x485S20c00507x483,,porselen
4094,reserve,M516x530S15a30485x471S15350501x473S20f00487x502S26a04487x516,,reserve
4097,potensiell,M515x530S15a06488x494S10000486x500S22b00492x470,,potensiell
4098,potensiell,M558x518S30007482x483S10002519x486S28109536x458,,potensiell
4100,potensiell,M512x512S2f900495x488S18210489x497,,potensiell
4102,prinsipp,M521x516S10002490x501S15a18479x489S20600499x484,,prinsipp
4105,promille,M521x522S22a06499x509S22b03480x493S17610505x479,,promille
4106,prosedyre,M540x522S14c01514x479S14c09460x480S28804506x500S2881c482x500,,prosedyre
4107,prosent,M521x519S22b03480x495S17610505x481,,prosent
4109,proton,M529x517S10512472x483S20600507x497S15a16475x505,,proton
4113,pulver,M542x525S18514471x489S1851c508x488S26612459x509S26606512x509S21100509x476S21100485x476,,pulver
4114,pumpe,M513x517S22f04488x503S20350494x484,,pumpe
4115,radar,M555x530S36d00479x520S2e004527x502S14c35529x470,,radar
4116,radio,M531x529S17650511x471S17650475x471S2a310470x493S2a308508x492,,radio
4117,radio,M542x533S1e121510x468S1e129459x469S2a310459x497S2a308516x494,,radio
4118,rakett,M509x532S10020491x502S25e00493x468,,rakett
4119,rakett,M516x534S20e00502x500S25e00500x466S15a30484x488S10050490x504,,rakett
4120,rapport,M514x540S15a06487x469S15a00492x461S21100491x492S22b04489x510,,rapport
4121,ras,M541x538S14c03514x483S14c0d485x463S22523499x500S22523470x481S25e23460x511,,ras
4122,ras,M539x535S14c52508x493S14c5e486x466S22513497x508S22513473x481S25e23461x508,,ras
4123,astma,M556x552S26500542x534S14c02479x529S26500516x533S34c00482x482S33806508x499S33802479x500,,astma
4125,ressurs,M550x540S20300505x525S20300480x525S26603515x499S26615462x498S14c50526x461S14c58450x461,,ressurs
4126,ressurs,M508x540S26200492x480S20300493x460S15350493x515,,ressurs
4127,rest,M533x514S15a1a468x497S15a40487x487S20e00503x498S26506518x497,,rest
4128,resultat,M526x529S15a18475x481S15211484x471S21100513x489S18517489x502S22a04513x504,,resultat
4128,sum,M526x529S15a18475x481S15211484x471S21100513x489S18517489x502S22a04513x504,,sum
4129,retning,M530x528S21100492x493S15a37475x477S15a41507x505S26601471x472,,retning
4131,rev,M524x518S2ff20476x483S14c54488x458S26600493x424S22100509x437,,rev
4132,rev,M543x519S33010479x483S10a20517x493S2b700521x468,,rev
4136,revisjon,M536x596S2ff00482x483S2f900488x494S2f900501x494S11820512x528S11828465x527S22b04520x560S22b14464x558S2fb04491x590,,revisjon
4140,ri,M523x543S15a48480x516S10e04478x493S26620478x457S20700505x510,,ri
4141,ribbe,M574x531S36d00479x469S21212507x485S26f06524x489S10002544x495,,ribbe
4142,ribbe,M566x525S21200485x493S21200485x511S26a12467x495S26a06518x496S1f110537x499S1f118434x499S36d00479x475,,ribbe
4143,ribbein,M574x531S36d00479x469S21212507x485S26f06524x489S10002544x495,,ribbein
4144,ribbein,M566x525S21200485x493S21200485x511S26a12467x495S26a06518x496S1f110537x499S1f118434x499S36d00479x475,,ribbein
4149,rik,M539x518S2ff20476x483S15332514x472S26600519x438,,rik
4150,riktig,M514x530S15a36487x508S15a40499x503S20500500x489S22a04499x470,,riktig
4151,riktig,M514x529S15a36487x517S15a40496x471S20500496x517S22a04496x501,,riktig
4152,rips,M548x551S11a20481x450S17710481x529S1000a452x536S2c400508x523S20700474x509,,rips
4154,ris,M537x529S20700463x472S17710470x492S10018469x499S2c400497x486,,ris
4155,ro,M534x530S2f804482x519S26612467x501S26606504x501S15a50505x471S15a50488x471,,ro
4156,robot,M526x568S14c01500x432S14c09474x432S28804502x456S2881c489x456S1ed26495x524S22a04497x553,,robot
4158,rolig,M534x530S2f804482x519S26612467x501S26606504x501S15a50505x471S15a50488x471,,rolig
4159,rom,M537x532S10004507x502S1000c479x502S27a0e509x468S27a16464x468,,rom
4160,rom,M541x527S10004507x474S1000c479x474S27a0e513x498S27a16460x498,,rom
4165,rosa,M533x530S2ff00482x483S21100498x498S15a10521x503,,rosa
4166,rosa,M539x521S2ff00482x483S21100499x498S18232524x498,,rosa
4167,rose,M522x563S33100482x483S22b00493x510S17706493x543S22100510x520,,rose
4168,rosin,M541x522S1001a459x507S17710490x499S20700479x479S2c300515x493,,rosin
4169,rot,M518x517S15312482x502S22a04490x484S22104506x486,,rot
4170,rot,M518x530S15312482x515S22a04490x497S22104506x499S17742490x470,,rot
4171,rot,M519x536S15a12482x465S1ed26488x476S22b04487x506S22104507x519,,rot
4172,rot,M519x552S15a12482x449S1ed26488x460S22b04487x490S22104507x503S1eb17490x525,,rot
4173,rot,M537x518S1531a463x483S15316463x503S2ea02497x483S2ea46498x502S2fb06531x493,,rot
4174,rot,M520x528S15a12481x472S1ef16489x480S22a04490x513S22104508x517,,rot
4175,rot,M520x544S15a12481x457S1ef16489x465S22a04490x498S22104508x502S1f416490x515,,rot
4176,rot,M518x550S14c10483x450S37800494x480S1501b482x502S26514489x535S22100506x542,,rot
4179,rotte,M524x528S2fb04493x522S22a04510x507S22a14476x508S10040509x473S10048476x475,,rotte
4180,rotte,M530x513S11813505x488S29202470x495,,rotte
4182,forandre,M523x540S10031485x461S10059489x476S2a21e502x498S2a206478x497S21100494x526,,forandre
4182,endre,M523x540S10031485x461S10059489x476S2a21e502x498S2a206478x497S21100494x526,,endre
4185,rovdyr,M540x527S36d00479x517S15320525x502S2f710527x491S26601498x483S22104493x472S2f900519x476,,rovdyr
4188,rust,M524x520S15a16479x508S15012476x481S20e00512x499,,rust
4189,rygg,M524x546S2ff20476x483S20500495x521S15a42490x534,,rygg
4191,rytme,M530x534S15a10490x467S15a18471x467S28a26493x496S28a2e494x517,,rytme
4194,roedme,M530x548S2ff00482x483S21100502x492S22a00503x509S17716502x528S22100518x508,,roedme
4195,roedspette,M545x632S33b00482x483S21100497x512S26502478x513S10012515x520S15a50493x605S2830f466x578,,roedspette
4198,roest,M523x540S36a00482x477S18200500x525,,roest
4199,roetter,M529x529S15a12472x471S1ed26477x484S22f04478x515S22124507x517,,roetter
4200,roetter,M526x523S22124504x511S1ed26474x478S22f04475x509,,roetter
4201,roetter,M537x524S1ed26464x476S22a04466x509S22a04506x508S22104488x512S22104525x511S26506491x492,,roetter
4202,roeyk,M530x539S29607492x488S14c04470x508S17712504x462S22100518x513,,roeyk
4203,ra,M530x542S30004482x483S1f502480x518S21100499x523S26506515x523,,ra
4204,ra,M518x534S2ff00482x483S1f510486x519S21100487x501S26506501x500,,ra
4209,saft,M521x523S16d40492x479S16d48489x503S21600511x512S2f900510x503S21600481x486S2f900480x478,,saft
4211,saks,M529x508S10e02499x493S22714472x494,,saks
4219,London,M576x520S33010479x483S10002527x500S2ea34561x495,,london
4220,lov,M533x515S20b00484x497S26502503x496S15a50521x488S15a18467x486,,lov
4221,luft,M542x542S2ff00482x483S15a00523x495S26a04515x528,,luft
4222,luft,M546x542S2ff00482x483S15a01523x496S26a04515x528,,luft
4224,luke,M527x524S1ef11473x498S22117495x488S22f07506x477,,luke
4225,lukte,M518x591S33200482x483S25e00493x523S10000487x561,,lukte
4226,lun,M542x518S2ff00482x483S14c02494x483S26506527x487,,lun
4227,lun,M539x518S2ff00482x483S14c02462x479S21100495x483S26606509x482,,lun
4228,reagere,M546x517S15a18455x489S17710467x498S26502496x489S26606494x501S14c10523x483,,reagere
4229,lunge,M541x524S36d00479x476S21100500x491S22a04500x509S18211516x485,,lunge
4230,lungebetennelse,M544x576S36d00480x424S21200487x436S22a04501x454S22a14486x454S18211519x428S18219457x427S36d00479x514S14c02507x529S14c0a460x529S20700487x561S26502510x560S26516468x561,,lungebetennelse
4231,reagere,M555x514S15a48446x486S10002457x495S26502493x489S26606490x498S14c12524x490,,reagere
4234,lupe,M518x575S32104482x488S30104482x477S2f800480x527S23108488x534S1ea40485x554,,lupe
4235,reaksjon,M544x517S15a48456x489S17710468x496S26502493x493S26606492x501S14c10521x484,,reaksjon
4236,lur,M543x519S33010479x483S10a20517x493S2b700523x468,,lur
4237,reaksjon,M556x516S15a48444x485S10002457x495S26502492x490S26606492x500S14c12525x489,,reaksjon
4238,lus,M530x527S1ea40504x474S1ea48476x473S2a214471x498S2a20c507x499S20500495x516,,lus
4240,lyd,M584x518S33010479x483S26602525x492S22520525x474S14c20561x481,,lyd
4241,lykt,M519x539S14c20496x461S26500498x499S17727498x520S22100481x502,,lykt
4242,lyn,M527x524S10021473x477S2450b494x495S2f710515x487,,lyn
4243,lyng,M547x526S17717503x507S1771f474x507S26612464x485S26606503x485S22100535x475S22100511x474S22100475x475S22100454x475,,lyng
4244,redusere,M555x516S22b03506x492S22b15472x492S10011534x484S10019446x484,,redusere
4254,regel,M512x515S15a00490x486S18210489x500,,regel
4255,regel,M514x514S15a00492x487S15a12487x497,,regel
4256,regelmessig,M544x517S15a40477x483S15a48456x483S22a24498x502S22a24531x502S26626507x484,,regelmessig
4258,regn,M534x530S14c50508x470S14c58469x471S26a04507x507S26a14467x507S2fb04492x524,,regn
4259,regnbue,M534x557S14c03474x531S2880a502x521S14c50509x443S14c58468x443S26a04507x480S26a14466x481S2fb04492x499,,regnbue
4260,regulere,M513x532S1ea40487x469S2a300490x496,,regulere
4261,regulere,M520x518S18210487x503S23600481x483,,regulere
4264,rekord,M514x537S1ec16491x463S21100493x490S15a06487x508S22b04492x507,,rekord
4265,rekord,M556x521S36d00479x496S1ec17529x480S2880c525x499S2f710544x511,,rekord
4266,rektangel,M573x510S1ec10502x490S1ec18473x490S26612440x494S26606528x494S22100561x503S22104561x494S22104428x493S22100428x503,,rektangel
4271,ren,M526x525S15a31474x501S15a57476x502S20e00501x489S26507513x476,,ren
4276,ressurs,M548x538S20300504x523S20300479x523S26603514x496S26615464x496S14c50524x462S14c58453x462,,ressurs
4277,ressurs,M513x535S20320493x465S26200493x484S15356488x520,,ressurs
4278,resultat,M529x535S15a18472x480S21100489x488S22b04487x505S14c01487x466S22120507x495,,resultat
4279,retning,M529x530S15a41506x507S15a37475x477S21100493x493S26601471x470,,retning
4281,ro,M539x527S15a50505x473S15a50485x473S26612462x501S26606509x501S2f804483x516,,ro
4282,robot,M526x555S1ec26491x512S22a04492x540S28804500x470S2881c488x470S14c01500x445S14c09474x445,,robot
4283,rolig,M542x529S15a50505x472S15a50483x472S26612459x501S26606512x501S2f804481x518,,rolig
4286,romskip,M533x561S36d00479x474S14c2f484x441S2880a511x439S18527496x534S25e00493x498,,romskip
4288,rust,M523x520S20e00511x501S15012477x480S15a16484x508,,rust
4289,rytme,M529x533S15a10496x468S15a18472x468S28926500x500S2892e498x518,,rytme
4298,salt,M513x520S16d5f491x480S22f04488x506,,salt
4299,salt,M514x521S22f04486x507S15311491x479,,salt
4300,salve,M519x524S15a1a492x493S21100481x476S11550497x494,,salve
4301,sammensatt,M520x539S17711499x461S1771f481x478S17717500x520S17719485x503,,sammensatt
4302,samtidig,M526x547S20500488x453S10050495x468S10058476x468S10010474x517S26606496x521,,samtidig
4303,sand,M543x525S21200487x483S18514468x490S1851c508x490S22100503x475S22100487x475S26612457x508S26606513x509,,sand
4306,se,M539x551S31400482x483S10e00503x521S26600523x503,,se
